MeasureDate,Timepoint,Day,Slide,Spat,Sample,Genotype,Parent.Site,Total.Juveniles,Diversity.Type,Tank,Survivorship,Polyps,Fusion.Partners,Fusion,Treatment,Richness,Community,
8/22/18,S1D3,3,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,4,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-29,2,JA-29-2,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,4,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-29,2,JA-29-2,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-29,3,JA-29-3,742-F,F,3,Self,Tank17,1,3,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-29,3,JA-29-3,742-F,F,3,Self,Tank17,1,5,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank21,1,1,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank21,1,1,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,3,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,3,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank21,1,3,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,4,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank21,1,6,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,5,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,6,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,6,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,7,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank21,1,8,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank21,1,8,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank21,1,2,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank21,1,2,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank17,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank17,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank21,1,7,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank23,1,7,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank17,1,7,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank23,1,7,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank21,1,7,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-10,3,JN-10-3,824-1,1,4,Non-Self,Tank21,1,8,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank17,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-10,4,JN-10-4,821-47,47,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-12,1,JN-12-1,824-1,1,4,Non-Self,Tank23,1,7,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank21,1,7,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-12,2,JN-12-2,821-47,47,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank21,1,3,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-12,3,JN-12-3,742-F,F,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple, 
8/22/18,S1D3,3,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank21,1,3,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank21,1,3,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-12,4,JN-12-4,801-47,47,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank20,1,1,0,0,High,2,Multiple,
8/22/18,S1D3,3,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank20,1,1,0,0,High,2,Multiple,
8/30/18,S2R1,11,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank22,1,2,0,0,High,2,Multiple,
9/5/18,S2D2,17,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank19,1,1,0,0,High,2,Multiple,
9/11/18,S2D8,23,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank22,1,1,0,0,High,2,Multiple,
9/14/18,S2D11,26,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank24,1,1,0,0,High,2,Multiple,
9/20/18,End,32,AN-5,1,AN-5-1,806-42,42,2,Non-Self,Tank24,0,NA,0,0,High,2,Multiple,
8/14/18,Initial,0,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank20,1,2,0,0,High,2,Multiple,
8/22/18,S1D3,3,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank20,1,3,0,0,High,2,Multiple,
8/30/18,S2R1,11,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank22,1,3,0,0,High,2,Multiple,
9/5/18,S2D2,17,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank19,1,3,0,0,High,2,Multiple,
9/11/18,S2D8,23,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank22,1,3,0,0,High,2,Multiple,
9/14/18,S2D11,26,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank24,0,NA,0,0,High,2,Multiple,
9/20/18,End,32,AN-5,2,AN-5-2,807-42,42,2,Non-Self,Tank24,0,NA,0,0,High,2,Multiple,
9/14/18,S2D11,26,AN-6,3,AN-6-3,806-42,42,3,Non-Self,Tank19,1,1,0,0,High,3,Multiple,
9/20/18,End,32,AN-6,3,AN-6-3,806-42,42,3,Non-Self,Tank19,1,1,0,0,High,3,Multiple,
8/14/18,Initial,0,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank19,1,3,0,NA,High,1,Individual,
8/22/18,S1D3,3,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank19,1,5,0,NA,High,1,Individual,
8/30/18,S2R1,11,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank20,0,NA,0,NA,High,1,Individual,
9/5/18,S2D2,17,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank24,0,NA,0,NA,High,1,Individual,
9/11/18,S2D8,23,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank20,0,NA,0,NA,High,1,Individual,
9/14/18,S2D11,26,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank19,0,NA,0,NA,High,1,Individual,
9/20/18,End,32,AS-1,1,AS-1-1,806-42,42,1,Individual,Tank19,0,NA,0,NA,High,1,Individual,
8/14/18,Initial,0,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank22,1,4,0,NA,High,1,Individual,
8/22/18,S1D3,3,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank22,1,4,0,NA,High,1,Individual,
8/30/18,S2R1,11,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank24,1,4,0,NA,High,1,Individual,
9/5/18,S2D2,17,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank22,1,4,0,NA,High,1,Individual,
9/11/18,S2D8,23,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank24,1,6,0,NA,High,1,Individual,
9/14/18,S2D11,26,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank22,0,NA,0,NA,High,1,Individual,
9/20/18,End,32,AS-10,1,AS-10-1,806-42,42,1,Individual,Tank22,0,NA,0,NA,High,1,Individual,
8/14/18,Initial,0,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank24,1,3,0,NA,High,1,Individual,
8/22/18,S1D3,3,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank24,1,4,0,NA,High,1,Individual,
8/30/18,S2R1,11,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank19,1,3,0,NA,High,1,Individual,
9/5/18,S2D2,17,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank20,1,3,0,NA,High,1,Individual,
9/11/18,S2D8,23,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank19,1,4,0,NA,High,1,Individual,
9/14/18,S2D11,26,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank20,1,2,0,NA,High,1,Individual,
9/20/18,End,32,AS-3,1,AS-3-1,744-1,1,1,Individual,Tank20,0,NA,0,NA,High,1,Individual,
8/14/18,Initial,0,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank20,1,4,0,NA,High,1,Individual,
8/22/18,S1D3,3,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank20,1,4,0,NA,High,1,Individual,
8/30/18,S2R1,11,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank22,1,4,0,NA,High,1,Individual,
9/5/18,S2D2,17,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank19,1,4,0,NA,High,1,Individual,
9/11/18,S2D8,23,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank22,0,NA,0,NA,High,1,Individual,
9/14/18,S2D11,26,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank24,0,NA,0,NA,High,1,Individual,
9/20/18,End,32,AS-5,1,AS-5-1,824-1,1,1,Individual,Tank24,0,NA,0,NA,High,1,Individual,
8/14/18,Initial,0,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank19,1,2,0,NA,High,1,Individual,
8/22/18,S1D3,3,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank19,1,4,0,NA,High,1,Individual,
8/30/18,S2R1,11,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank20,1,4,0,NA,High,1,Individual,
9/5/18,S2D2,17,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank24,1,4,0,NA,High,1,Individual,
9/11/18,S2D8,23,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank20,1,3,0,NA,High,1,Individual,
9/14/18,S2D11,26,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank19,0,NA,0,NA,High,1,Individual,
9/20/18,End,32,AS-6,1,AS-6-1,807-42,42,1,Individual,Tank19,0,NA,0,NA,High,1,Individual,
9/11/18,S2D8,23,JA-17,1,JA-17-1,841-47,47,2,Self,Tank19,0,NA,0,0,High,1,Multiple,
9/14/18,S2D11,26,JA-17,1,JA-17-1,841-47,47,2,Self,Tank20,0,NA,0,0,High,1,Multiple,
9/20/18,End,32,JA-17,1,JA-17-1,841-47,47,2,Self,Tank20,0,NA,0,0,High,1,Multiple,
9/11/18,S2D8,23,JA-17,2,JA-17-2,841-47,47,2,Self,Tank19,1,3,0,0,High,1,Multiple,
9/14/18,S2D11,26,JA-17,2,JA-17-2,841-47,47,2,Self,Tank20,0,NA,0,0,High,1,Multiple,
9/20/18,End,32,JA-17,2,JA-17-2,841-47,47,2,Self,Tank20,0,NA,0,0,High,1,Multiple,
8/14/18,Initial,0,JA-22,4,JA-22-4,812-25,25,3,Self,Tank19,1,2,0,0,High,1,Multiple,
9/5/18,S2D2,17,JA-24,2,JA-24-2,801-47,47,3,Self,Tank19,1,5,0,0,High,1,Multiple,
9/11/18,S2D8,23,JA-24,2,JA-24-2,801-47,47,3,Self,Tank22,1,5,0,0,High,1,Multiple,
9/14/18,S2D11,26,JA-24,2,JA-24-2,801-47,47,3,Self,Tank24,0,NA,0,0,High,1,Multiple,
9/20/18,End,32,JA-24,2,JA-24-2,801-47,47,3,Self,Tank24,0,NA,0,0,High,1,Multiple,
8/14/18,Initial,0,JA-26,1,JA-26-1,742-F,F,1,Self,Tank24,1,3,0,0,High,1,Multiple,
8/22/18,S1D3,3,JA-26,1,JA-26-1,742-F,F,1,Self,Tank24,1,3,0,0,High,1,Multiple,
8/30/18,S2R1,11,JA-26,1,JA-26-1,742-F,F,1,Self,Tank19,1,3,0,0,High,1,Multiple,
9/5/18,S2D2,17,JA-26,1,JA-26-1,742-F,F,1,Self,Tank20,1,4,0,0,High,1,Multiple,
9/11/18,S2D8,23,JA-26,1,JA-26-1,742-F,F,1,Self,Tank19,1,3,0,0,High,1,Multiple,
